uid	sample	species	rank	ecotype	collection
GCA_003211775.1	AG-463-F02	Prochlorococcus	c__Cyanobacteriia	LL	Berube
GCA_003211755.1	AG-463-F15	Prochlorococcus	c__Cyanobacteriia	LL	Berube
GCA_003211725.1	AG-463-I04	Prochlorococcus	c__Cyanobacteriia	LL	Berube
GCA_003211715.1	AG-463-J16	Prochlorococcus	c__Cyanobacteriia	LL	Berube
GCA_003209295.1	AG-463-L06	Prochlorococcus	c__Cyanobacteriia	LL	Berube
GCA_003209305.1	AG-463-N15	Prochlorococcus	c__Cyanobacteriia	LL	Berube
GCA_003209275.1	AG-463-P14	Prochlorococcus	c__Cyanobacteriia	LL	Berube
GCA_003209235.1	AG-463-P23	Prochlorococcus	c__Cyanobacteriia	LL	Berube
GCA_003209225.1	AG-464-B04	Pelagibacteraceae	c__Alphaproteobacteria	NA	Berube
GCA_003211695.1	AG-464-P07	Pelagibacteraceae	c__Alphaproteobacteria	NA	Berube
GCA_003211675.1	AG-469-F15	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211655.1	AG-469-F22	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211635.1	AG-469-M13	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211615.1	AG-469-N22	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003209195.1	AG-470-E16	Pelagibacteraceae	c__Alphaproteobacteria	NA	Berube
GCA_003211595.1	AG-470-G06	Pelagibacteraceae	c__Alphaproteobacteria	NA	Berube
GCA_003211555.1	AG-470-G21	Pelagibacteraceae	c__Alphaproteobacteria	NA	Berube
GCA_003211565.1	AG-670-A04	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003211535.1	AG-670-A05	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003209215.1	AG-670-A19	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003209165.1	AG-670-B23	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003209135.1	AG-670-D07	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003211515.1	AG-670-F04	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003209155.1	AG-670-F22	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003211455.1	AG-670-G20	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003209115.1	AG-670-J16	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211485.1	AG-670-J21	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211475.1	AG-670-K23	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211435.1	AG-670-L08	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003209095.1	AG-670-L16	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211415.1	AG-670-M15	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211395.1	AG-670-M18	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003209065.1	AG-670-N10	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211375.1	AG-670-O07	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211345.1	AG-670-O09	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211335.1	AG-670-O11	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003209055.1	AG-670-O13	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211315.1	AG-670-O17	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211285.1	AG-670-O19	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211275.1	AG-673-A03	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003211255.1	AG-673-A10	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003211235.1	AG-673-B04	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003209035.1	AG-673-B08	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003209005.1	AG-673-D02	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003211205.1	AG-673-F03	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003211195.1	AG-673-I19	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211165.1	AG-673-K21	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211155.1	AG-673-K22	Prochlorococcus	c__Cyanobacteriia	LL	Berube
GCA_003211135.1	AG-673-L20	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211095.1	AG-673-L23	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211115.1	AG-673-M19	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211075.1	AG-673-O02	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211055.1	AG-673-O13	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003208995.1	AG-673-P17	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003211035.1	AG-676-A03	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003211015.1	AG-676-A21	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210995.1	AG-676-C06	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210975.1	AG-676-E04	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210935.1	AG-676-E23	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003208975.1	AG-676-F02	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210945.1	AG-676-J23	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210915.1	AG-676-L21	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210895.1	AG-676-M04	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210875.1	AG-676-M23	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003208955.1	AG-676-O21	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210835.1	AG-676-P03	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210825.1	AG-676-P15-1	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003208935.1	AG-676-P23	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210815.1	AG-679-A02	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210775.1	AG-679-A04	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210795.1	AG-679-B05	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003208915.1	AG-679-B21	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210755.1	AG-679-C18	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210735.1	AG-679-D13	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210705.1	AG-679-E23	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210675.1	AG-679-I23	Prochlorococcus	c__Cyanobacteriia	LL	Berube
GCA_003208885.1	AG-679-K21	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210655.1	AG-679-M10	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003208875.1	AG-679-M23	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210625.1	AG-679-N02	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003208845.1	AG-679-N20	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210615.1	AG-679-N22	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210595.1	AG-679-O20	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210695.1	AG-679-P15	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003226275.1	AG-679-P16	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210565.1	AG-683-A02	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210555.1	AG-683-A03	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210535.1	AG-683-A22	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003208815.1	AG-683-B03	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210515.1	AG-683-B21	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003208835.1	AG-683-C23	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210495.1	AG-683-F20	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210475.1	AG-683-G11	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210455.1	AG-683-K15	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003208795.1	AG-683-N17	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210435.1	AG-683-O15	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210415.1	AG-683-O20	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003208775.1	AG-686-A03	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210385.1	AG-686-A05	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210375.1	AG-686-B21	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210345.1	AG-686-C21	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003208755.1	AG-686-C23	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210335.1	AG-686-D09	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003210315.1	AG-686-F08	Synechococcus	c__Cyanobacteriia	NA	Berube
GCA_003208735.1	AG-686-I20	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210285.1	AG-686-J21	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210255.1	AG-686-L16	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210275.1	AG-686-M10	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210235.1	AG-686-O05	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210215.1	AG-686-P08	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003208715.1	AG-686-P11	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003208695.1	AG-686-P16	Prochlorococcus	c__Cyanobacteriia	HL	Berube
GCA_003210195.1	AG-686-P21	Prochlorococcus	c__Cyanobacteriia	HL	Berube
